latitude,longitude,lat_idx,lon_idx
37.489034999999994,126.93175099999999,1,1
37.489034999999994,127.076751,1,2
37.539035,126.786751,2,0
37.539035,126.93175099999999,2,1
37.539035,127.076751,2,2
37.589034999999996,126.786751,3,0
37.589034999999996,126.93175099999999,3,1
37.589034999999996,127.076751,3,2
37.639035,127.076751,4,2
